Date,Median_Price
09-12-2024,4000
09-12-2024,4000
09-12-2024,4200
09-12-2024,4200
09-12-2024,4300
09-12-2024,4500
09-12-2024,4200
09-12-2024,4300
09-12-2024,4300
09-12-2024,4500
09-12-2024,4600
09-12-2024,4500
10-12-2024,4500
10-12-2024,4500
10-12-2024,4500
10-12-2024,4500
10-12-2024,4600
10-12-2024,4400
10-12-2024,4600
10-12-2024,4500
10-12-2024,4500
10-12-2024,4500
10-12-2024,4600
10-12-2024,4600
10-12-2024,4500
10-12-2024,4500
10-12-2024,4500
11-12-2024,4500
11-12-2024,4500
11-12-2024,4600
11-12-2024,4600
11-12-2024,4600
11-12-2024,4600
11-12-2024,4600
11-12-2024,4800
11-12-2024,4500
11-12-2024,4600
11-12-2024,4600
11-12-2024,4600
11-12-2024,4600
11-12-2024,4600
11-12-2024,4700
11-12-2024,4700
11-12-2024,5000
12-12-2024,4700
12-12-2024,4700
12-12-2024,4900
12-12-2024,1200
12-12-2024,1200
12-12-2024,1200
12-12-2024,1300
12-12-2024,1400
12-12-2024,1500
12-12-2024,1600
12-12-2024,1700
12-12-2024,1800
12-12-2024,2000
12-12-2024,2000
12-12-2024,2000
12-12-2024,2400
13-12-2024,3000
13-12-2024,3000
13-12-2024,3200
13-12-2024,3500
13-12-2024,3500
13-12-2024,3800
13-12-2024,3800
13-12-2024,4000
13-12-2024,4000
13-12-2024,4200
13-12-2024,4200
13-12-2024,4500
13-12-2024,4600
13-12-2024,5500
14-12-2024,800
14-12-2024,800
14-12-2024,800
14-12-2024,900
14-12-2024,1000
14-12-2024,1000
14-12-2024,1000
14-12-2024,1000
14-12-2024,1000
14-12-2024,1200
14-12-2024,1300
14-12-2024,1400
14-12-2024,1400
14-12-2024,1500
14-12-2024,1500
14-12-2024,1600
15-12-2024,1800
15-12-2024,2000
15-12-2024,2000
15-12-2024,2700
15-12-2024,2800
15-12-2024,3000
15-12-2024,3000
15-12-2024,3300
15-12-2024,3400
15-12-2024,3500
15-12-2024,3600
16-12-2024,3700
16-12-2024,3700
16-12-2024,3800
16-12-2024,3800
16-12-2024,3900
16-12-2024,4000
16-12-2024,4500
16-12-2024,4200
16-12-2024,4300
16-12-2024,4300
16-12-2024,4300
16-12-2024,4500
16-12-2024,800
16-12-2024,800
16-12-2024,800
16-12-2024,800
16-12-2024,900
16-12-2024,900
17-12-2024,900
17-12-2024,900
17-12-2024,1000
17-12-2024,900
17-12-2024,1000
17-12-2024,1100
17-12-2024,1200
17-12-2024,1200
17-12-2024,1600
17-12-2024,1700
17-12-2024,1700
17-12-2024,2000
17-12-2024,2000
17-12-2024,2000
17-12-2024,2200
17-12-2024,2500
17-12-2024,2700
17-12-2024,2700
18-12-2024,2800
18-12-2024,2800
18-12-2024,2800
18-12-2024,2800
18-12-2024,2800
18-12-2024,3000
18-12-2024,3000
18-12-2024,3200
18-12-2024,3200
18-12-2024,3200
18-12-2024,3000
18-12-2024,3000
18-12-2024,3200
18-12-2024,3200
18-12-2024,3300
18-12-2024,3300
18-12-2024,3200
19-12-2024,3500
19-12-2024,3500
19-12-2024,3600
19-12-2024,3800
19-12-2024,3800
19-12-2024,3800
19-12-2024,3800
19-12-2024,3800
19-12-2024,4000
19-12-2024,4200
19-12-2024,4200
19-12-2024,4200
19-12-2024,4200
19-12-2024,4200
19-12-2024,4200
19-12-2024,4200
19-12-2024,4200
20-12-2024,4200
20-12-2024,4200
20-12-2024,4500
20-12-2024,4500
20-12-2024,4600
20-12-2024,4600
